Name,Number of Sockets,Cores,Mark,Thread Mark,TDP (W),Category,Prices,Release Date,Release Price,Power Perf.,Value,Thread Value
Intel Xeon Bronze 3204 @ 1.90GHz,1,6,4843.0,1112.0,85.0,Server,"[(Timestamp('2019-04-01 00:00:00'), 213.0), (Timestamp('2021-11-02 00:00:00'), 273.99), (Timestamp('2021-12-29 00:00:00'), 266.99), (Timestamp('2022-01-05 00:00:00'), 251.99), (Timestamp('2022-01-06 00:00:00'), 273.99), (Timestamp('2022-01-08 00:00:00'), 251.99), (Timestamp('2022-01-11 00:00:00'), 250.99), (Timestamp('2022-01-19 00:00:00'), 238.99), (Timestamp('2022-01-22 00:00:00'), 234.99), (Timestamp('2022-01-29 00:00:00'), 239.99), (Timestamp('2022-02-01 00:00:00'), 233.99), (Timestamp('2022-02-10 00:00:00'), 246.99), (Timestamp('2022-03-01 00:00:00'), 270.19), (Timestamp('2022-03-02 00:00:00'), 330.0), (Timestamp('2022-03-04 00:00:00'), 295.31), (Timestamp('2022-03-10 00:00:00'), 330.0), (Timestamp('2022-03-31 00:00:00'), 450.0), (Timestamp('2022-04-08 00:00:00'), 239.99), (Timestamp('2022-04-13 00:00:00'), 229.99), (Timestamp('2022-04-22 00:00:00'), 248.99), (Timestamp('2022-04-26 00:00:00'), 229.99), (Timestamp('2022-05-05 00:00:00'), 250.99), (Timestamp('2022-05-07 00:00:00'), 239.99), (Timestamp('2022-05-10 00:00:00'), 230.99), (Timestamp('2022-05-12 00:00:00'), 230.37), (Timestamp('2022-05-18 00:00:00'), 229.99), (Timestamp('2022-05-21 00:00:00'), 227.99), (Timestamp('2022-05-25 00:00:00'), 224.49), (Timestamp('2022-06-01 00:00:00'), 250.99), (Timestamp('2022-06-02 00:00:00'), 230.99), (Timestamp('2022-06-11 00:00:00'), 250.99), (Timestamp('2022-06-16 00:00:00'), 239.99), (Timestamp('2022-06-25 00:00:00'), 250.99), (Timestamp('2022-07-04 00:00:00'), 254.99), (Timestamp('2022-07-17 00:00:00'), 256.99), (Timestamp('2022-08-03 00:00:00'), 252.99), (Timestamp('2022-08-05 00:00:00'), 244.99), (Timestamp('2022-08-14 00:00:00'), 262.99), (Timestamp('2022-08-23 00:00:00'), 255.99), (Timestamp('2022-08-30 00:00:00'), 249.99), (Timestamp('2022-09-16 00:00:00'), 253.99), (Timestamp('2022-09-20 00:00:00'), 245.99), (Timestamp('2022-09-29 00:00:00'), 255.99), (Timestamp('2022-10-05 00:00:00'), 245.99), (Timestamp('2022-10-13 00:00:00'), 246.99), (Timestamp('2022-10-21 00:00:00'), 255.99), (Timestamp('2022-11-16 00:00:00'), 251.99), (Timestamp('2022-11-24 00:00:00'), 261.99), (Timestamp('2022-11-30 00:00:00'), 258.99), (Timestamp('2022-12-08 00:00:00'), 265.99), (Timestamp('2022-12-14 00:00:00'), 255.99), (Timestamp('2022-12-22 00:00:00'), 265.99), (Timestamp('2022-12-28 00:00:00'), 255.99), (Timestamp('2023-01-05 00:00:00'), 266.99), (Timestamp('2023-01-13 00:00:00'), 267.99), (Timestamp('2023-01-14 00:00:00'), 273.99), (Timestamp('2023-01-18 00:00:00'), 263.99), (Timestamp('2023-01-24 00:00:00'), 258.99), (Timestamp('2023-02-01 00:00:00'), 267.99), (Timestamp('2023-02-07 00:00:00'), 257.99), (Timestamp('2023-02-15 00:00:00'), 267.99), (Timestamp('2023-02-22 00:00:00'), 257.99), (Timestamp('2023-02-25 00:00:00'), 265.99), (Timestamp('2023-03-01 00:00:00'), 255.99), (Timestamp('2023-03-06 00:00:00'), 265.99), (Timestamp('2023-03-08 00:00:00'), 294.99)]",2019-04-01,213.0,56.976470588235294,22.737089201877936,5.220657276995305
[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz,2,8,17040.0,1650.0,85.0,Server,"[(Timestamp('2017-10-17 00:00:00'), 511.0), (Timestamp('2019-03-02 00:00:00'), 529.99), (Timestamp('2019-03-28 00:00:00'), 544.35), (Timestamp('2019-03-29 00:00:00'), 544.99), (Timestamp('2019-05-09 00:00:00'), 527.99), (Timestamp('2019-06-02 00:00:00'), 544.35), (Timestamp('2019-06-08 00:00:00'), 544.99), (Timestamp('2020-02-05 00:00:00'), 550.99), (Timestamp('2020-02-07 00:00:00'), 548.99), (Timestamp('2020-03-05 00:00:00'), 526.99), (Timestamp('2020-03-08 00:00:00'), 527.99), (Timestamp('2020-03-16 00:00:00'), 525.99), (Timestamp('2020-03-24 00:00:00'), 524.99), (Timestamp('2020-03-31 00:00:00'), 525.99), (Timestamp('2020-04-12 00:00:00'), 524.99), (Timestamp('2020-04-18 00:00:00'), 529.99), (Timestamp('2020-04-23 00:00:00'), 524.99), (Timestamp('2020-04-29 00:00:00'), 525.99), (Timestamp('2020-05-09 00:00:00'), 528.99), (Timestamp('2020-05-13 00:00:00'), 531.99), (Timestamp('2020-05-16 00:00:00'), 530.99), (Timestamp('2020-05-25 00:00:00'), 529.99), (Timestamp('2020-06-07 00:00:00'), 531.99), (Timestamp('2020-06-11 00:00:00'), 525.99), (Timestamp('2020-06-13 00:00:00'), 524.99), (Timestamp('2020-06-15 00:00:00'), 525.99), (Timestamp('2020-06-20 00:00:00'), 526.99), (Timestamp('2020-06-24 00:00:00'), 527.99), (Timestamp('2020-06-25 00:00:00'), 579.99), (Timestamp('2020-06-28 00:00:00'), 584.99), (Timestamp('2020-06-30 00:00:00'), 526.99), (Timestamp('2020-07-02 00:00:00'), 535.99), (Timestamp('2020-07-09 00:00:00'), 536.99), (Timestamp('2020-07-10 00:00:00'), 529.99), (Timestamp('2020-07-12 00:00:00'), 530.99), (Timestamp('2020-07-15 00:00:00'), 534.99), (Timestamp('2020-07-16 00:00:00'), 535.99), (Timestamp('2020-07-17 00:00:00'), 534.99), (Timestamp('2020-07-18 00:00:00'), 533.99), (Timestamp('2020-07-25 00:00:00'), 531.99), (Timestamp('2020-07-29 00:00:00'), 532.99), (Timestamp('2020-08-10 00:00:00'), 535.99), (Timestamp('2020-08-13 00:00:00'), 532.99), (Timestamp('2020-08-18 00:00:00'), 531.99), (Timestamp('2020-08-19 00:00:00'), 532.99), (Timestamp('2020-08-21 00:00:00'), 527.99), (Timestamp('2020-08-28 00:00:00'), 531.99), (Timestamp('2020-08-30 00:00:00'), 528.99), (Timestamp('2020-09-03 00:00:00'), 529.99), (Timestamp('2020-09-05 00:00:00'), 531.99), (Timestamp('2020-09-13 00:00:00'), 530.99), (Timestamp('2020-09-16 00:00:00'), 529.99), (Timestamp('2020-09-20 00:00:00'), 530.99), (Timestamp('2020-09-22 00:00:00'), 531.99), (Timestamp('2020-09-23 00:00:00'), 529.99), (Timestamp('2020-09-24 00:00:00'), 536.99), (Timestamp('2020-09-25 00:00:00'), 534.99), (Timestamp('2020-09-27 00:00:00'), 533.99), (Timestamp('2020-09-30 00:00:00'), 532.99), (Timestamp('2020-10-02 00:00:00'), 533.99), (Timestamp('2020-10-04 00:00:00'), 531.99), (Timestamp('2020-10-11 00:00:00'), 529.99), (Timestamp('2020-10-16 00:00:00'), 528.99), (Timestamp('2020-10-21 00:00:00'), 529.99), (Timestamp('2020-10-24 00:00:00'), 528.99), (Timestamp('2020-10-29 00:00:00'), 529.99), (Timestamp('2020-10-31 00:00:00'), 528.99), (Timestamp('2020-11-01 00:00:00'), 529.99), (Timestamp('2020-11-12 00:00:00'), 527.99), (Timestamp('2020-11-22 00:00:00'), 530.99), (Timestamp('2020-12-05 00:00:00'), 544.99), (Timestamp('2020-12-18 00:00:00'), 528.99), (Timestamp('2020-12-19 00:00:00'), 527.99), (Timestamp('2020-12-24 00:00:00'), 531.99), (Timestamp('2021-01-02 00:00:00'), 537.99), (Timestamp('2021-01-10 00:00:00'), 553.99), (Timestamp('2021-01-13 00:00:00'), 551.99), (Timestamp('2021-01-16 00:00:00'), 537.99), (Timestamp('2021-02-11 00:00:00'), 550.99), (Timestamp('2021-02-19 00:00:00'), 547.99), (Timestamp('2021-03-05 00:00:00'), 545.99), (Timestamp('2021-03-08 00:00:00'), 548.99), (Timestamp('2021-03-11 00:00:00'), 547.99), (Timestamp('2021-03-17 00:00:00'), 543.99), (Timestamp('2021-05-13 00:00:00'), 619.95), (Timestamp('2021-05-26 00:00:00'), 719.95), (Timestamp('2021-06-04 00:00:00'), 799.95), (Timestamp('2021-06-24 00:00:00'), 585.52), (Timestamp('2021-07-17 00:00:00'), 536.25), (Timestamp('2021-07-24 00:00:00'), 505.7), (Timestamp('2021-07-26 00:00:00'), 518.7), (Timestamp('2021-07-27 00:00:00'), 585.52), (Timestamp('2021-07-29 00:00:00'), 509.99), (Timestamp('2021-08-13 00:00:00'), 536.25), (Timestamp('2021-08-28 00:00:00'), 799.95), (Timestamp('2021-08-29 00:00:00'), 543.99), (Timestamp('2021-09-04 00:00:00'), 536.25), (Timestamp('2021-09-05 00:00:00'), 513.5), (Timestamp('2021-09-20 00:00:00'), 509.88), (Timestamp('2021-11-07 00:00:00'), 492.7), (Timestamp('2021-11-08 00:00:00'), 509.88), (Timestamp('2021-11-24 00:00:00'), 508.0), (Timestamp('2021-11-25 00:00:00'), 799.95), (Timestamp('2021-12-01 00:00:00'), 543.99), (Timestamp('2021-12-05 00:00:00'), 551.99), (Timestamp('2021-12-08 00:00:00'), 508.0), (Timestamp('2022-01-14 00:00:00'), 799.95), (Timestamp('2023-01-26 00:00:00'), 138.6), (Timestamp('2023-01-30 00:00:00'), 799.95), (Timestamp('2023-02-03 00:00:00'), 128.7), (Timestamp('2023-02-23 00:00:00'), 105.0), (Timestamp('2023-03-18 00:00:00'), 91.0), (Timestamp('2023-04-15 00:00:00'), 147.0), (Timestamp('2023-04-24 00:00:00'), 129.0)]",2017-10-17,511.0,200.47058823529412,33.34637964774951,3.228962818003914
Intel Core i7-12700F,1,12,31165.0,3931.0,65.0,Desktop,"[(Timestamp('2022-01-01 00:00:00'), 314.0), (Timestamp('2022-01-19 00:00:00'), 329.99), (Timestamp('2022-01-20 00:00:00'), 329.88), (Timestamp('2022-01-27 00:00:00'), 354.99), (Timestamp('2022-01-29 00:00:00'), 329.78), (Timestamp('2022-01-30 00:00:00'), 354.99), (Timestamp('2022-02-05 00:00:00'), 329.78), (Timestamp('2022-02-06 00:00:00'), 318.99), (Timestamp('2022-02-10 00:00:00'), 318.98), (Timestamp('2022-02-11 00:00:00'), 318.96), (Timestamp('2022-02-13 00:00:00'), 318.99), (Timestamp('2022-02-15 00:00:00'), 317.98), (Timestamp('2022-02-17 00:00:00'), 315.98), (Timestamp('2022-02-18 00:00:00'), 315.97), (Timestamp('2022-02-20 00:00:00'), 319.99), (Timestamp('2022-02-23 00:00:00'), 315.49), (Timestamp('2022-02-26 00:00:00'), 312.98), (Timestamp('2022-02-27 00:00:00'), 319.99), (Timestamp('2022-02-28 00:00:00'), 352.99), (Timestamp('2022-03-02 00:00:00'), 312.96), (Timestamp('2022-03-07 00:00:00'), 349.99), (Timestamp('2022-03-08 00:00:00'), 312.96), (Timestamp('2022-03-09 00:00:00'), 349.99), (Timestamp('2022-03-11 00:00:00'), 312.96), (Timestamp('2022-03-14 00:00:00'), 349.99), (Timestamp('2022-03-15 00:00:00'), 312.96), (Timestamp('2022-04-06 00:00:00'), 341.46), (Timestamp('2022-04-07 00:00:00'), 312.96), (Timestamp('2022-04-08 00:00:00'), 354.54), (Timestamp('2022-04-10 00:00:00'), 312.96), (Timestamp('2022-04-13 00:00:00'), 354.54), (Timestamp('2022-04-14 00:00:00'), 312.96), (Timestamp('2022-05-14 00:00:00'), 312.95), (Timestamp('2022-05-17 00:00:00'), 312.96), (Timestamp('2022-05-18 00:00:00'), 312.99), (Timestamp('2022-06-01 00:00:00'), 312.96), (Timestamp('2022-06-08 00:00:00'), 314.99), (Timestamp('2022-06-25 00:00:00'), 312.96), (Timestamp('2022-06-29 00:00:00'), 314.99), (Timestamp('2022-07-02 00:00:00'), 312.96), (Timestamp('2022-07-05 00:00:00'), 355.37), (Timestamp('2022-07-07 00:00:00'), 312.96), (Timestamp('2022-08-16 00:00:00'), 314.99), (Timestamp('2022-08-17 00:00:00'), 312.96), (Timestamp('2022-09-10 00:00:00'), 620.99), (Timestamp('2022-09-11 00:00:00'), 314.99), (Timestamp('2022-09-16 00:00:00'), 620.99), (Timestamp('2022-09-17 00:00:00'), 312.96), (Timestamp('2022-09-25 00:00:00'), 620.99), (Timestamp('2022-09-26 00:00:00'), 405.99), (Timestamp('2022-09-28 00:00:00'), 310.0), (Timestamp('2022-09-29 00:00:00'), 424.99), (Timestamp('2022-09-30 00:00:00'), 349.98), (Timestamp('2022-10-01 00:00:00'), 620.99), (Timestamp('2022-10-02 00:00:00'), 355.99), (Timestamp('2022-10-04 00:00:00'), 312.99), (Timestamp('2022-10-06 00:00:00'), 620.99), (Timestamp('2022-10-07 00:00:00'), 312.96), (Timestamp('2022-10-08 00:00:00'), 324.99), (Timestamp('2022-10-13 00:00:00'), 620.99), (Timestamp('2022-10-15 00:00:00'), 329.98), (Timestamp('2022-10-16 00:00:00'), 451.99), (Timestamp('2022-10-17 00:00:00'), 339.99), (Timestamp('2022-10-18 00:00:00'), 324.99), (Timestamp('2022-10-19 00:00:00'), 620.99), (Timestamp('2022-10-20 00:00:00'), 309.99), (Timestamp('2022-10-21 00:00:00'), 388.99), (Timestamp('2022-10-22 00:00:00'), 329.99), (Timestamp('2022-10-23 00:00:00'), 388.99), (Timestamp('2022-10-24 00:00:00'), 309.98), (Timestamp('2022-10-25 00:00:00'), 305.98), (Timestamp('2022-10-26 00:00:00'), 324.99), (Timestamp('2022-10-28 00:00:00'), 324.99), (Timestamp('2022-10-31 00:00:00'), 329.99), (Timestamp('2022-11-16 00:00:00'), 349.99), (Timestamp('2022-11-19 00:00:00'), 347.99), (Timestamp('2022-11-22 00:00:00'), 347.49), (Timestamp('2022-11-23 00:00:00'), 654.18), (Timestamp('2022-11-24 00:00:00'), 347.49), (Timestamp('2022-11-25 00:00:00'), 302.99), (Timestamp('2022-11-26 00:00:00'), 302.98), (Timestamp('2022-11-28 00:00:00'), 298.99), (Timestamp('2022-11-29 00:00:00'), 298.98), (Timestamp('2022-12-01 00:00:00'), 269.99), (Timestamp('2022-12-10 00:00:00'), 299.99), (Timestamp('2022-12-13 00:00:00'), 595.0), (Timestamp('2022-12-14 00:00:00'), 299.8), (Timestamp('2022-12-20 00:00:00'), 595.0), (Timestamp('2022-12-21 00:00:00'), 299.99), (Timestamp('2022-12-22 00:00:00'), 305.99), (Timestamp('2022-12-23 00:00:00'), 595.0), (Timestamp('2022-12-24 00:00:00'), 289.99), (Timestamp('2022-12-25 00:00:00'), 298.99), (Timestamp('2022-12-26 00:00:00'), 289.99), (Timestamp('2022-12-28 00:00:00'), 299.99), (Timestamp('2022-12-30 00:00:00'), 289.99), (Timestamp('2023-01-03 00:00:00'), 595.0), (Timestamp('2023-01-05 00:00:00'), 291.0), (Timestamp('2023-01-06 00:00:00'), 595.0), (Timestamp('2023-01-07 00:00:00'), 291.0), (Timestamp('2023-01-14 00:00:00'), 599.99), (Timestamp('2023-01-15 00:00:00'), 291.0), (Timestamp('2023-01-20 00:00:00'), 294.0), (Timestamp('2023-01-26 00:00:00'), 599.99), (Timestamp('2023-01-27 00:00:00'), 294.0), (Timestamp('2023-02-01 00:00:00'), 295.0), (Timestamp('2023-02-03 00:00:00'), 347.49), (Timestamp('2023-02-07 00:00:00'), 599.99), (Timestamp('2023-02-08 00:00:00'), 299.99), (Timestamp('2023-02-10 00:00:00'), 599.99), (Timestamp('2023-02-12 00:00:00'), 299.99), (Timestamp('2023-02-15 00:00:00'), 599.99), (Timestamp('2023-02-16 00:00:00'), 299.99), (Timestamp('2023-02-23 00:00:00'), 329.99), (Timestamp('2023-02-27 00:00:00'), 289.99), (Timestamp('2023-02-28 00:00:00'), 299.99), (Timestamp('2023-03-02 00:00:00'), 599.99), (Timestamp('2023-03-03 00:00:00'), 299.99), (Timestamp('2023-03-04 00:00:00'), 329.99), (Timestamp('2023-03-06 00:00:00'), 289.99), (Timestamp('2023-03-08 00:00:00'), 355.0), (Timestamp('2023-03-11 00:00:00'), 329.99), (Timestamp('2023-03-12 00:00:00'), 599.99), (Timestamp('2023-03-13 00:00:00'), 289.99), (Timestamp('2023-03-25 00:00:00'), 599.99), (Timestamp('2023-03-26 00:00:00'), 329.99), (Timestamp('2023-03-27 00:00:00'), 409.99), (Timestamp('2023-03-28 00:00:00'), 284.66), (Timestamp('2023-03-29 00:00:00'), 409.99), (Timestamp('2023-03-30 00:00:00'), 284.66), (Timestamp('2023-03-31 00:00:00'), 336.49), (Timestamp('2023-04-01 00:00:00'), 353.61), (Timestamp('2023-04-02 00:00:00'), 289.99), (Timestamp('2023-04-03 00:00:00'), 353.44), (Timestamp('2023-04-04 00:00:00'), 284.57), (Timestamp('2023-04-05 00:00:00'), 599.99), (Timestamp('2023-04-06 00:00:00'), 355.0), (Timestamp('2023-04-10 00:00:00'), 329.99), (Timestamp('2023-04-14 00:00:00'), 599.99), (Timestamp('2023-04-15 00:00:00'), 355.0), (Timestamp('2023-04-17 00:00:00'), 336.49), (Timestamp('2023-04-18 00:00:00'), 322.98), (Timestamp('2023-04-19 00:00:00'), 353.67), (Timestamp('2023-04-20 00:00:00'), 599.99), (Timestamp('2023-04-21 00:00:00'), 293.99), (Timestamp('2023-04-22 00:00:00'), 355.0), (Timestamp('2023-04-24 00:00:00'), 599.99)]",2022-01-01,314.0,479.46153846153845,99.2515923566879,12.519108280254777
Intel Core i3-9350K @ 4.00GHz,1,4,7722.0,2801.0,91.0,Desktop,"[(Timestamp('2019-04-01 00:00:00'), 184.0), (Timestamp('2021-05-25 00:00:00'), 288.91), (Timestamp('2021-05-26 00:00:00'), 287.75), (Timestamp('2021-06-12 00:00:00'), 289.17), (Timestamp('2021-06-17 00:00:00'), 290.08), (Timestamp('2021-06-18 00:00:00'), 288.89), (Timestamp('2021-06-23 00:00:00'), 293.24), (Timestamp('2021-06-24 00:00:00'), 292.7), (Timestamp('2021-07-01 00:00:00'), 292.77), (Timestamp('2021-07-16 00:00:00'), 294.0), (Timestamp('2021-07-18 00:00:00'), 293.22)]",2019-04-01,184.0,84.85714285714286,41.96739130434783,15.222826086956522
Intel Xeon E5-2450 v2 @ 2.50GHz,1,8,9060.0,1605.0,95.0,Server,"[(Timestamp('2021-05-13 00:00:00'), 299.95), (Timestamp('2021-07-02 00:00:00'), 99.99), (Timestamp('2022-01-20 00:00:00'), 109.99), (Timestamp('2022-01-23 00:00:00'), 299.95), (Timestamp('2022-03-12 00:00:00'), 99.99), (Timestamp('2022-04-17 00:00:00'), 299.95), (Timestamp('2022-05-11 00:00:00'), 99.69), (Timestamp('2022-05-12 00:00:00'), 99.39), (Timestamp('2022-05-18 00:00:00'), 99.11), (Timestamp('2022-07-27 00:00:00'), 99.08), (Timestamp('2022-08-03 00:00:00'), 299.95), (Timestamp('2022-08-10 00:00:00'), 295.95), (Timestamp('2023-03-11 00:00:00'), 291.95)]",2021-05-13,299.95,95.36842105263158,30.205034172362062,5.350891815302551
[Quad CPU] Intel Xeon E5-4607 v2 @ 2.60GHz,4,6,7557.0,1378.0,95.0,Server,"[(Timestamp('2021-11-09 00:00:00'), 72.8)]",2021-11-09,72.8,79.54736842105264,103.80494505494507,18.92857142857143
Intel Core i5-8200Y @ 1.30GHz,1,2,2270.0,1544.0,5.0,Laptop,"[(Timestamp('2018-07-01 00:00:00'), 291.0)]",2018-07-01,291.0,454.0,7.8006872852233675,5.305841924398625
AMD Opteron 1212,1,2,593.0,729.0,103.0,Server,"[(Timestamp('2015-11-07 00:00:00'), 290.0)]",,,5.757281553398058,2.0448275862068965,2.513793103448276
Intel Core i3-8121U @ 2.20GHz,1,2,4399.0,1942.0,15.0,Laptop,"[(Timestamp('2021-05-17 00:00:00'), 290.0)]",,,293.26666666666665,15.168965517241379,6.696551724137931
Intel Core i5-5300U @ 2.30GHz,1,2,2737.0,1636.0,15.0,Laptop,"[(Timestamp('2020-07-01 00:00:00'), 289.99)]",,,182.46666666666667,9.438256491603159,5.6415738473740475
Intel Xeon E5-2643 v4 @ 3.40GHz,1,6,11088.0,2240.0,135.0,Server,"[(Timestamp('2017-05-17 00:00:00'), 1730.0), (Timestamp('2017-05-24 00:00:00'), 1950.0), (Timestamp('2017-05-26 00:00:00'), 1730.0), (Timestamp('2019-03-01 00:00:00'), 1841.05), (Timestamp('2019-05-12 00:00:00'), 1649.99), (Timestamp('2019-05-16 00:00:00'), 1660.61), (Timestamp('2021-06-03 00:00:00'), 1049.95), (Timestamp('2021-07-18 00:00:00'), 749.84), (Timestamp('2021-07-27 00:00:00'), 1039.95), (Timestamp('2021-11-29 00:00:00'), 583.7), (Timestamp('2022-01-08 00:00:00'), 552.5), (Timestamp('2022-01-12 00:00:00'), 409.5), (Timestamp('2022-01-13 00:00:00'), 383.5), (Timestamp('2022-06-25 00:00:00'), 336.7), (Timestamp('2022-09-10 00:00:00'), 247.0), (Timestamp('2022-12-06 00:00:00'), 1028.95), (Timestamp('2023-03-03 00:00:00'), 333.28), (Timestamp('2023-03-04 00:00:00'), 326.18), (Timestamp('2023-04-20 00:00:00'), 289.02)]",2017-05-17,1730.0,82.13333333333334,6.409248554913295,1.2947976878612717
Intel Xeon E5-2630L v4 @ 1.80GHz,1,10,10491.0,1691.0,55.0,Server,"[(Timestamp('2021-05-13 00:00:00'), 205.0), (Timestamp('2021-05-16 00:00:00'), 182.5), (Timestamp('2021-06-01 00:00:00'), 295.0), (Timestamp('2021-07-17 00:00:00'), 247.0), (Timestamp('2021-08-13 00:00:00'), 208.0), (Timestamp('2021-09-28 00:00:00'), 169.0), (Timestamp('2021-10-19 00:00:00'), 123.2), (Timestamp('2021-10-31 00:00:00'), 105.0), (Timestamp('2022-03-13 00:00:00'), 98.0), (Timestamp('2023-04-17 00:00:00'), 289.0)]",2021-05-13,205.0,190.74545454545455,51.17560975609756,8.248780487804877
